	0
1113	অপ্রিয়বাদিতা
1114	অশিক্ষা-কুশিক্ষা
1115	অষ্টনব্বই
1116	অনাদরজর্জর
1117	অসংবরণীয়
1118	অঙ্গুলিমুদ্রা
1119	অনুন্নয়ন
1120	অভ্যর্থিত
1121	অমানবিক
1122	অম্বালিকা
1123	অনুচ্চার্য
1124	অকমনীয়
1125	অতিবাদ
1126	অগ্নিস্পর্শ
1127	অতীতবাদিনী
1128	অনীশ্বরবাদী
1129	অপত্যঘাতক
1130	অঘোষ
1131	অরক্ষিত
1132	অপূপ
1133	অংশগত
1134	অনধিকারপ্রবেশ
1135	অনুভূত
1136	অবলীলাচ্ছলে
1137	অন্তস্থ
1138	অঙ্গীকরণ
1139	অমিতাশী
1140	অর্থনীতি
1141	অবাধ
1142	অশেষবিদ
1143	অধোবসন
1144	অনিয়োজিত
1145	অ্যারিস্টোক্রেসি
1146	অনুভূতিবর্জিত
1147	অসাবধানি
1148	অধিকারসাধ্য
1149	অমন
1150	অভিনন্দিত
1151	অনভীপ্সা
1152	অমূর্ত
1153	অভিযাচন
1154	অনুগ্রহপীড়িত
1155	অতিথিসেবা
1156	অনিষ্টকারী
1157	অধিষ্ঠায়ক
1158	অশ্মীভূত
1159	অখ্যাতিকারক
1160	অগর্বিত
1161	অতিমতি
1162	অতুষ্ট
1163	অব্যর্থফলপ্রসূ
1164	অনুৎফুল্ল
1165	অবিমৃশ্যকারী
1166	অরুণাভ
1167	অনুভাবন
1168	অসতর্ক
1169	অকালতখ্‌ত
1170	অযাত্রালগ্ন
1171	অতিথি
1172	অদৃষ্টপ্রেরিত
1173	অক্ষবৃত্ত
1174	অদীপ
1175	অনুপ্রাণিত
1176	অসমসাহসী
1177	অনিন্দ্য
1178	অমৃতপিপাসী
1179	অনুমতি
1180	অরূপ
1181	অষ্টাবিংশতি
1182	অন্তর্ভূত
1183	অনুদাত্ত
1184	অন্তর্বিন্যস্ত
1185	অন্তর্দগ্ধ
1186	অতিবাড়
1187	অবিদিত
1188	অনন্যমুখাপেক্ষী
1189	অপটীয়সী
1190	অন্যত্র
1191	অর্থসঞ্চয়
1192	অফডে
1193	অজাত
1194	অমানিশা
1195	অনিন্দিত
1196	অক্ষতযোনি
1197	অ্যালার্জি
1198	অতএব
1199	অদূরবদ্ধদৃষ্টি
1200	অনভিযোগ
1201	অদ্রিজ
1202	অধোভাগ
1203	অজচ্ছল
1204	অমৃতভাষী
1205	অজ্ঞানকৃত
1206	অধিক্ষেত্র
1207	অনূর্ধ্ব
1208	অনর্থিত
1209	অতিলৌকিক
1210	অনশনজর্জর
1211	অন্যাসক্তা
1212	অক্রেয়
1213	অপ্রসন্ন
1214	অঙ্কস্থ
1215	অন্ত
1216	অত্যাহার
1217	অনুপ্রেরণা
1218	অর্হণা
1219	অর্থভার
1220	অভিব্যাপ্তি
1221	অ্যামিনো
1222	অনতিব্যস্ত
1223	অশনি
1224	অর্ঘ্য
1225	অধীত
1226	অনুন্নত
1227	অশ্বশালা
1228	অংশ
1229	অপ্রতিকার
1230	অনুৎসাহিতা
1231	অনাথবৎ
1232	অতিপ্রাকৃত
1233	অ্যাকাউন্ট্যান্সি
1234	অদূরযাত্রী
1235	অনীশ
1236	অ্যাডিশন
1237	অলবড্ডে
1238	অরি
1239	অসুবিধে
1240	অভিধর্মপিটক
1241	অত্যাদৃত
1242	অধিদেব
1243	অলাতচক্র
1244	অপমানকর
1245	অন্ন
1246	অঙ্কনশৈলী
1247	অগ্নিযুগ
1248	অভেদিত্ব
1249	অশীতি
1250	অব্যভিচারিতা
1251	অসংঘাত
1252	অধর্মিণী
1253	অনৃত
1254	অগ্নিবৃদ্ধি
1255	অনূঢ়া
1256	অবিচারপ্রসূত
1257	অপরাহ্নকালিক
1258	অভীষ্টসাধন
1259	অরণী
1260	অসময়
1261	অব্যূঢ়ান্ন
1262	অগ্নিজ্বালা
1263	অনুব্রজন
1264	অর্ধসত্য
1265	অতীতমুখীন
1266	অশ্বচারণ
1267	অঞ্চলাধ্যক্ষ
1268	অনসাইড
1269	অসংস্কারযোগ্য
1270	অঙ্কশায়িনী
1271	অন্তর্গাঢ়
1272	অসিত
1273	অপজাত
1274	অগৌরব
1275	অর্থনির্ণয়
1276	অসম্ভ্রম
1277	অশ্বী
1278	অগ্রগ্রহণ
1279	অত্যুদ্ধৃত
1280	অনীকিনী
1281	অসিতাঙ্গ
1282	অনবগত
1283	অর্গলিত
1284	অনধিষ্ঠান
1285	অহৈতুকী
1286	অবসন্ন
1287	অঞ্জনানন্দন
1288	অধিশায়িত
1289	অখ্যাতনামা
1290	অনায়াসপটুত্ব
1291	অবসরপ্রাপ্ত
1292	অনতিপক্ব
1293	অপথালমিক
1294	অগ্রনির্ধারণ
1295	অরণ্যজ
1296	অন্তর্গৃহ
1297	অনুদ্ভব
1298	অন্তর্জাগতিক
1299	অঙ্গভঙ্গি
1300	অস্নাত
1301	অন্তরীয়
1302	অকূলকান্ডারি
1303	অক্লিষ্টকর্মা
1304	অপ্রস্থিত
1305	অন্তর্বোধ
1306	অন্তর্দ্বার
1307	অসদাচারিণী
1308	অবসরভোগী
1309	অম্বিকা
1310	অরুচি
1311	অন্নপ্রার্থী
1312	অহল্যা
1313	অঞ্জলিবন্ধ
1314	অনুক্রম
1315	অস্বীকৃত
1316	অঙ্গবিন্যাস
1317	অন্যরহিত
1318	অরূপবীণা
1319	অ্যালাম্‌নি
1320	অশ্রদ্ধাপ্রসূত
1321	অনলস
1322	অ্যাকর্ডিয়ন
1323	অননুকূল
1324	অমৃতভোজী
1325	অণুপরিমিত
1326	অগ্নিপর্বত
1327	অভ্যুদাহরণ
1328	অজ্ঞাতপরিচয়
1329	অপরিশোধ্য
1330	অনুষ্ম
1331	অচলন
1332	অধুনাপ্রচলিত
1333	অষ্টরম্ভা
1334	অখিলপ্রিয়
1335	অংশরূপী
1336	অনন্তরূপিণী
1337	অগ্ন্যুজ্জ্বল
1338	অতিবর্ষণ
1339	অন্তর্বিদ্রোহ
1340	অগোচরীভূত
1341	অনুগ্র
1342	অন্তর্ভাবনা
1343	অংস
1344	অতীতস্মৃতি
1345	অভ্যাসজীর্ণ
1346	অকাজ
1347	অসংখ্যাত
1348	অয়েলক্লথ
1349	অকল্পনা
1350	অঙ্গুরীয়ক
1351	অস্তোন্মুখ
1352	অসত্যভাষী
1353	অকল্পকথা
1354	অশ্রুমুখী
1355	অচঞ্চল
1356	অটোমেশন
1357	অসত্য
1358	অংশগ্রাহী
1359	অনাচারক্লিষ্ট
1360	অনশনব্রত
1361	অত্যুৎকর্ষ
1362	অপর্যাপ্তি
1363	অমার্জিত
1364	অনুভাব
1365	অধর্ষণীয়
1366	অহমীয়
1367	অন্তর্বাস
1368	অদ্রিশৃঙ্গ
1369	অনাবিষ্ট
1370	অধ্যাহরণীয়
1371	অরুণিমা
1372	অগ্নিসাক্ষী
1373	অপব্যয়িতা
1374	অবস্থাবৈচিত্র্য
1375	অস্নান
1376	অণ্ডজ
1377	অন্তর্বিক্ষেপ
1378	অদৃষ্টনিয়ন্ত্রিত
1379	অতিথিসেবক
1380	অধ্যাপিকা
1381	অপলপন
1382	অপভাষী
1383	অবজার্ভেটরি
1384	অধিবেত্তা
1385	অন্যমনা
1386	অগর্বী
1387	অলোকসাধারণ
1388	অননুকরণীয়
1389	অতিকায়
1390	অভিসারিকা
1391	অন্যদেশীয়
1392	অপ্রণিধান
1393	অনাস্থাপ্রস্তাব
1394	অসম্পৃক্ত
1395	অবজ্ঞাত
1396	অত্যুত্তম
1397	অব্যাবসায়িক
1398	অন্ত্যানুপ্রাস
1399	অনুভবগম্য
1400	অলক্তক
1401	অনুদ্‌গত
1402	অখাতসলিল
1403	অগ্রপশ্চাৎ
1404	অসম্বদ্ধ
1405	অকার্যকর
1406	অনিদ্রা
1407	অপমানক্ষুব্ধ
1408	অঞ্চলপ্রাধান্য
1409	অনুপ্রবেশ
1410	অপরিজ্ঞাত
1411	অপূরন্ত
1412	অপেক্ষাকাতর
1413	অভিনিবিষ্ট
1414	অকালবিলয়
1415	অন্ধকারাশ্রিত
1416	অভিনয়ধর্মী
1417	অপরিণতমনস্ক
1418	অগ্রসেনাপতি
1419	অঋণ
1420	অধ্যাপনা
1421	অধিকারসম্মত
1422	অমনোনয়ন
1423	অনিবারণীয়
1424	অবস্থা
1425	অত্যুদ্যমী
1426	অসংযুক্তি
1427	অনুষ্ঠাতৃগণ
1428	অ্যালয়
1429	অফটাইম
1430	অভিনন্দনীয়
1431	অধর্মাচারী
1432	অসদ্‌বিম্ব
1433	অসদুপায়
1434	অবকাশ
1435	অনড্রাইভ
1436	অকম্মা
1437	অস্ত্রপ্রয়োগ
1438	অনবস্থা
1439	অবনীন্দ্র
1440	অহ্ন
1441	অস্ফুট
1442	অটোরিকশা
1443	অসংকুলান
1444	অনাগারিক
1445	অক্টেট
1446	অনর্থবাদিতা
1447	অসংগতিমুক্ত
1448	অবদংশ
1449	অঞ্জলিপ্রদত্ত
1450	অনশনভঙ্গ
1451	অরণ্যযোদ্ধা
1452	অভিসন্ধিপ্রসূত
1453	অ্যাপেন্ডিসাইটিস
1454	অবজার্ভেশন
1455	অনুকূল
1456	অনীপ্সিতা
1457	অঞ্চলবিস্তার
1458	অগ্নিসাৎ
1459	অনুগ্রহলিপ্সু
1460	অনারম্ভ
1461	অপ্রতুল
1462	অক্ষালন
1463	অপ্রতিপত্তি
